symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
1000000MOGUSDT,1000000MOGUSDT,PERPETUAL,4133404800000,1730982600000,TRADING,2.5000,5.0000,1000000MOG,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'tickSize': '0.0001000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '200000'}, {'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
GRASSUSDT,GRASSUSDT,PERPETUAL,4133404800000,1731079800000,TRADING,2.5000,5.0000,GRASS,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'minPrice': '0.0001000'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '200000'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '10000', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
DRIFTUSDT,DRIFTUSDT,PERPETUAL,4133404800000,1731081600000,TRADING,2.5000,5.0000,DRIFT,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'maxPrice': '200', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '1000000'}, {'stepSize': '1', 'maxQty': '50000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SWELLUSDT,SWELLUSDT,PERPETUAL,4133404800000,1731081600000,TRADING,2.5000,5.0000,SWELL,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0000100', 'tickSize': '0.0000100', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'maxQty': '6000000', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'maxQty': '4000000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ACTUSDT,ACTUSDT,PERPETUAL,4133404800000,1731327300000,TRADING,2.5000,5.0000,ACT,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'maxPrice': '200', 'tickSize': '0.0000100'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '3000000', 'stepSize': '1'}, {'minQty': '1', 'maxQty': '300000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
PNUTUSDT,PNUTUSDT,PERPETUAL,4133404800000,1731327300000,TRADING,2.5000,5.0000,PNUT,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'tickSize': '0.0000100', 'minPrice': '0.0000100', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '3000000'}, {'maxQty': '400000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
HIPPOUSDT,HIPPOUSDT,PERPETUAL,4133404800000,1731501000000,TRADING,2.5000,5.0000,HIPPO,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'tickSize': '0.0000100'}, {'minQty': '1', 'maxQty': '50000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '10000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000XUSDT,1000XUSDT,PERPETUAL,4133404800000,1731501000000,TRADING,2.5000,5.0000,1000X,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0000100', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0000100'}, {'maxQty': '3000000', 'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'maxQty': '400000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
DEGENUSDT,DEGENUSDT,PERPETUAL,4133404800000,1731670200000,TRADING,2.5000,5.0000,DEGEN,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'tickSize': '0.0000010', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010'}, {'maxQty': '40000000', 'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '10000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BANUSDT,BANUSDT,PERPETUAL,4133404800000,1731929400000,TRADING,2.5000,5.0000,BAN,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'maxPrice': '200', 'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'maxQty': '3000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '500000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AKTUSDT,AKTUSDT,PERPETUAL,4133404800000,1731929400000,TRADING,2.5000,5.0000,AKT,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'tickSize': '0.0010000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0010000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '300000'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SLERFUSDT,SLERFUSDT,PERPETUAL,4133404800000,1732188600000,TRADING,2.5000,5.0000,SLERF,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'minPrice': '0.0001000', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'maxQty': '3000000', 'minQty': '1', 'stepSize': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '250000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SCRTUSDT,SCRTUSDT,PERPETUAL,4133404800000,1732188600000,TRADING,2.5000,5.0000,SCRT,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '3000000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '150000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000CHEEMSUSDT,1000CHEEMSUSDT,PERPETUAL,4133404800000,1732535100000,TRADING,2.5000,5.0000,1000CHEEMS,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0000010', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0000001', 'maxPrice': '200'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '1000000000'}, {'minQty': '1', 'maxQty': '50000000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000WHYUSDT,1000WHYUSDT,PERPETUAL,4133404800000,1732534200000,TRADING,2.5000,5.0000,1000WHY,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010', 'maxPrice': '200'}, {'maxQty': '4000000000', 'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '900000000', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
THEUSDT,THEUSDT,PERPETUAL,4133404800000,1732709700000,TRADING,2.5000,5.0000,THE,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'maxPrice': '200', 'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '700000', 'filterType': 'LOT_SIZE'}, {'stepSize': '0.1', 'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MORPHOUSDT,MORPHOUSDT,PERPETUAL,4133404800000,1732717800000,TRADING,2.5000,5.0000,MORPHO,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '800000', 'stepSize': '0.1'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '10000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
CHILLGUYUSDT,CHILLGUYUSDT,PERPETUAL,4133404800000,1732718700000,TRADING,2.5000,5.0000,CHILLGUY,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'maxPrice': '200'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '2000000', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '2000000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
KAIAUSDT,KAIAUSDT,PERPETUAL,4133404800000,1733320800000,TRADING,2.5000,5.0000,KAIA,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000', 'maxPrice': '200'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '3000000', 'minQty': '1'}, {'maxQty': '200000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AEROUSDT,AEROUSDT,PERPETUAL,4133404800000,1733321700000,TRADING,2.5000,5.0000,AERO,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200'}, {'minQty': '0.1', 'maxQty': '600000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'stepSize': '0.1', 'maxQty': '50000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ACXUSDT,ACXUSDT,PERPETUAL,4133404800000,1733497200000,TRADING,2.5000,5.0000,ACX,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0001000', 'minPrice': '0.0001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '800000', 'minQty': '0.1', 'stepSize': '0.1'}, {'minQty': '0.1', 'maxQty': '200000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ORCAUSDT,ORCAUSDT,PERPETUAL,4133404800000,1733497200000,TRADING,2.5000,5.0000,ORCA,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0010000', 'tickSize': '0.0010000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '200000', 'stepSize': '0.1'}, {'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '10000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MOVEUSDT,MOVEUSDT,PERPETUAL,4133404800000,1733752800000,TRADING,2.5000,5.0000,MOVE,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000'}, {'maxQty': '1500000', 'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
RAYSOLUSDT,RAYSOLUSDT,PERPETUAL,4133404800000,1733832000000,TRADING,2.5000,5.0000,RAYSOL,USDT,USDT,7,1,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '200000'}, {'maxQty': '10000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
KOMAUSDT,KOMAUSDT,PERPETUAL,4133404800000,1733832900000,TRADING,2.5000,5.0000,KOMA,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'minPrice': '0.0000100', 'tickSize': '0.0000100'}, {'maxQty': '8000000', 'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'maxQty': '1000000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
